Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
Pronghorn,observed animal,plentiful,100 to 500,1,,0,,0,1873,,,0,"Stanley, Reverend E.J.",ejst,1873,First Hand,regional,Provided his own observations as well as reported comments of Native American,clergy,Non to Official,M,Hunter Hot Springs,,Rev. Stanley,,,"approached YNP from north, MHS, Tower, Mt Washburn, Canyon, Mary Mtn, geyser basins, Lake, MHS",1873,,0,1873,,0,0,Stanley 1878,15,"Stanley, Reverend E.J.",1878,,,,,
"Deer, unspecified",observed animal,plentiful,100 to 500,1,,0,,0,1873,,,0,"Stanley, Reverend E.J.",ejst,1873,First Hand,regional,Provided his own observations as well as reported comments of Native American,clergy,Non to Official,M,Hunter Hot Springs,,Rev. Stanley,,,"approached YNP from north, MHS, Tower, Mt Washburn, Canyon, Mary Mtn, geyser basins, Lake, MHS",1873,,0,1873,,0,0,Stanley 1878,15,"Stanley, Reverend E.J.",1878,,,,,
Pronghorn,killed animal,two splendid,Less than 10,1,,0,,0,1873,,,0,"Stanley, Reverend E.J.",ejst,1873,First Hand,regional,Provided his own observations as well as reported comments of Native American,clergy,Non to Official,M,Hunter Hot Springs,,Rev. Stanley,,,"approached YNP from north, MHS, Tower, Mt Washburn, Canyon, Mary Mtn, geyser basins, Lake, MHS",1873,,0,1873,,0,0,Stanley 1878,15,"Stanley, Reverend E.J.",1878,,,,,
Elk,general observation,fine retreat,Unknown,1,,0,,0,1873,,,0,"Stanley, Reverend E.J.",ejst,1873,First Hand,regional,Provided his own observations as well as reported comments of Native American,clergy,Non to Official,M,Crazy Mountains,,Rev. Stanley,,,"approached YNP from north, MHS, Tower, Mt Washburn, Canyon, Mary Mtn, geyser basins, Lake, MHS",1873,,0,1873,,0,0,Stanley 1878,15,"Stanley, Reverend E.J.",1878,,,,,
"Bear, unspecified",general observation,fine retreat,1,1,,0,,0,1873,,,0,"Stanley, Reverend E.J.",ejst,1873,First Hand,regional,Provided his own observations as well as reported comments of Native American,clergy,Non to Official,M,Crazy Mountains,,Rev. Stanley,,,"approached YNP from north, MHS, Tower, Mt Washburn, Canyon, Mary Mtn, geyser basins, Lake, MHS",1873,,0,1873,,0,0,Stanley 1878,15,"Stanley, Reverend E.J.",1878,,,,,
"Bear, unspecified",assumption,wild bear hunt,Unknown,1,,0,,0,1873,,,0,"Stanley, Reverend E.J.",ejst,1873,First Hand,regional,Provided his own observations as well as reported comments of Native American,clergy,Non to Official,M,Crazy Mountains,,Rev. Stanley,,,"approached YNP from north, MHS, Tower, Mt Washburn, Canyon, Mary Mtn, geyser basins, Lake, MHS",1873,,0,1873,,0,0,Stanley 1878,15,"Stanley, Reverend E.J.",1878,,,,,
Pronghorn,observed animal,saw good many,100 to 500,1,,0,,0,1874,summer,July,27,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,Traveled to 197.5m on western WY border,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,15,"Richards, William Alford",2001,,,,,
Unknown,observed sign,signs of larger game,,1,,0,,0,1874,summer,July,27,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,Traveled to 197.5m on western WY border,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,15,"Richards, William Alford",2001,,,,,
Elk,described parts,hind quarters,Less than 10,1,,0,,0,1878,summer,August,25,"Mushbach, Joseph E.",jomu,1878,First Hand,continental,,scientist,Official,M,Shoshone Geyser Basin,,"Hayden, Peale, Comstock, Gannett, Holmes, Jackson, Mushbach, Cooper, West, Graves, Clarke, Eckles, Yount, Amelung, Miles",30,USGGS survey,,1878,July,27,1878,October,15,0,Mushbach 1878,15,"Mushbach, Joseph E.",1878,,,,,
Elk,described parts,head & antlers,Less than 10,1,,0,,0,1878,summer,August,25,"Mushbach, Joseph E.",jomu,1878,First Hand,continental,,scientist,Official,M,Shoshone Geyser Basin,,"Hayden, Peale, Comstock, Gannett, Holmes, Jackson, Mushbach, Cooper, West, Graves, Clarke, Eckles, Yount, Amelung, Miles",30,USGGS survey,,1878,July,27,1878,October,15,0,Mushbach 1878,15,"Mushbach, Joseph E.",1878,,,,,
Elk,described parts,meat,Less than 10,1,,0,,0,1878,summer,August,26,"Mushbach, Joseph E.",jomu,1878,First Hand,continental,,scientist,Official,M,Shoshone Geyser Basin,,"Hayden, Peale, Comstock, Gannett, Holmes, Jackson, Mushbach, Cooper, West, Graves, Clarke, Eckles, Yount, Amelung, Miles",30,USGGS survey,,1878,July,27,1878,October,15,0,Mushbach 1878,15,"Mushbach, Joseph E.",1878,,,,,
Moose,described parts,meat,Less than 10,1,,0,,0,1878,summer,August,26,"Mushbach, Joseph E.",jomu,1878,First Hand,continental,,scientist,Official,M,Shoshone Geyser Basin,,"Hayden, Peale, Comstock, Gannett, Holmes, Jackson, Mushbach, Cooper, West, Graves, Clarke, Eckles, Yount, Amelung, Miles",30,USGGS survey,,1878,July,27,1878,October,15,0,Mushbach 1878,15,"Mushbach, Joseph E.",1878,,,,,
Moose,described parts,steak,Less than 10,1,,0,,0,1878,summer,August,25,"Mushbach, Joseph E.",jomu,1878,First Hand,continental,,scientist,Official,M,Shoshone Geyser Basin,,"Hayden, Peale, Comstock, Gannett, Holmes, Jackson, Mushbach, Cooper, West, Graves, Clarke, Eckles, Yount, Amelung, Miles",30,USGGS survey,,1878,July,27,1878,October,15,0,Mushbach 1878,15,"Mushbach, Joseph E.",1878,,,,,
Mule Deer,killed animal,,Less than 10,1,,0,,0,1881,summer,September,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,Eleanor Lake,,Norris,,superintendent,,1881,,0,1881,,0,0,Norris 1881c,15,"Norris, Philetus W.",1881,,,,,
Elk,killed animal,,Less than 10,1,,0,,0,1881,summer,September,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,Eleanor Lake,,Norris,,superintendent,,1881,,0,1881,,0,0,Norris 1881c,15,"Norris, Philetus W.",1881,,,,,
,,,,0,,1,want of other provisions,0,1881,summer,September,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,Eleanor Lake,,Norris,,superintendent,,1881,,0,1881,,0,0,Norris 1881c,15,"Norris, Philetus W.",1881,,,,,
Unknown,observed sign,game trail,,1,,0,,0,1870,summer,August,26,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,"camping at Antelope Creek, downstream through narrow gourge",,"Henry Washburn, Captain Gustavus Doane, Truman Everts, Private Williamson, Private Moore, Nathaniel P. Langford, Samuel Hauser, B. Stickney, Jr, Cornelius Hedges, Bean, Reynolds, Jake Smith, Warren Gillette, Walter Trumbull",19,,"40 horses, one dog; Yellowstone Rr toYellowstone Lake to W Thumb to Old Faithful and out Madison",1870,August,25,1870,October,20,1,Langford 1972,16,Langford Nathaniel P.,1972,,,,,
Unknown,assumption,"wild animal spooked horse, maybe snake or fox",,1,,0,,0,1870,summer,August,26,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,camping at Antelope Creek,,"Henry Washburn, Captain Gustavus Doane, Truman Everts, Private Williamson, Private Moore, Nathaniel P. Langford, Samuel Hauser, B. Stickney, Jr, Cornelius Hedges, Bean, Reynolds, Jake Smith, Warren Gillette, Walter Trumbull",19,,"40 horses, one dog; Yellowstone Rr toYellowstone Lake to W Thumb to Old Faithful and out Madison",1870,August,25,1870,October,20,1,Langford 1972,16,Langford Nathaniel P.,1972,,,,,
Unknown,killed animal,game was killed,,1,,0,,0,1870,fall,October,16,"Everts, Truman",trev,"1870, 1871",First Hand,regional,,civilian official,Official,M,"west slopes of Crescent Hill, east of canyon known as ""the Cut""",,"Henry Washburn, Captain Gustavus Doane, Truman Everts, Private Williamson, Private Moore, Nathaniel P. Langford, Samuel Hauser, B. Stickney, Jr, Cornelius Hedges, Bean, Reynolds, Jake Smith, Warren Gillette, Walter Trumbull",19,,"40 horses, one dog; Yellowstone Rr toYellowstone Lake to W Thumb to Old Faithful and out Madison",1870,August,25,1870,October,20,1,Everts 1871,16,"Everts, Truman",1871,,,,,Scribner's Monthly article
,,,,0,,1,best stores of larder,0,1870,fall,October,16,"Everts, Truman",trev,"1870, 1871",First Hand,regional,,civilian official,Official,M,"west slopes of Crescent Hill, east of canyon known as ""the Cut""",,"Henry Washburn, Captain Gustavus Doane, Truman Everts, Private Williamson, Private Moore, Nathaniel P. Langford, Samuel Hauser, B. Stickney, Jr, Cornelius Hedges, Bean, Reynolds, Jake Smith, Warren Gillette, Walter Trumbull",19,,"40 horses, one dog; Yellowstone Rr toYellowstone Lake to W Thumb to Old Faithful and out Madison",1870,August,25,1870,October,20,1,Everts 1871,16,"Everts, Truman",1871,,,,,Scribner's Monthly article
Elk,observed sign,tracks,Less than 10,1,,0,,0,1872,summer,August,8,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,West Thumb Geysers,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:7,16,"Blackmore, William",1872,,,,,
"Bear, unspecified",observed sign,tracks,1,1,,0,,0,1872,summer,August,8,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,West Thumb Geysers,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:7,16,"Blackmore, William",1872,,,,,
"Deer, unspecified",observed sign,tracks,Less than 10,1,,0,,0,1872,summer,August,8,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,West Thumb Geysers,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:7,16,"Blackmore, William",1872,,,,,
Elk,general observation,frequent hot springs to escape bugs,Unknown,1,,0,,0,1872,summer,August,8,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,West Thumb Geysers,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:7,16,"Blackmore, William",1872,,,,,
"Deer, unspecified",general observation,frequent hot springs to escape bugs,Unknown,1,,0,,0,1872,summer,August,8,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,West Thumb Geysers,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:7,16,"Blackmore, William",1872,,,,,
Elk,killed animal,five,Less than 10,1,,0,,0,1872,summer,August,7,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,Grand Canyon of the Yellowstone,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Peale 1872,16,"Peale, A.C.",1872,,,,,
Elk,described parts,a lot of meat,Less than 10,1,,0,,0,1872,summer,August,7,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,Grand Canyon of the Yellowstone,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Peale 1872,16,"Peale, A.C.",1872,,,,,
Bison,observed animal,a number of straggling,Less than 10,1,,0,,0,1873,summer,July,23,"Jones, Captain W.A.",wajo,1873,First Hand,continental,,military personnel,Official,M,near Greybull River,,"Capt WA Jones, Narkok, Capt Noyles, Lt Hall, Comstock, Creary, LeHardy, Lt Young, Heizmann",20,scientific discovery,"20+military escort, packers & scouts, ""Reconnaissance of Northwestern Wyoming"" southeast GYE, Jones Pass, FB, Canyon, Mirror, Tower Fall, Washburn, geyser basins, Lake, Thorofare",1873,July,17,1873,September,5,1,Jones 1875,16,"Jones, Captain W.A.",1875,,,,,
Bison,killed animal,several,Less than 10,1,,0,,0,1873,summer,July,23,"Jones, Captain W.A.",wajo,1873,First Hand,continental,,military personnel,Official,M,near Greybull River,,"Capt WA Jones, Narkok, Capt Noyles, Lt Hall, Comstock, Creary, LeHardy, Lt Young, Heizmann",20,scientific discovery,"20+military escort, packers & scouts, ""Reconnaissance of Northwestern Wyoming"" southeast GYE, Jones Pass, FB, Canyon, Mirror, Tower Fall, Washburn, geyser basins, Lake, Thorofare",1873,July,17,1873,September,5,1,Jones 1875,16,"Jones, Captain W.A.",1875,,,,,
,,,,0,there is no game here now,0,,0,1874,summer,July,31,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,at 211.7m on western WY border,west of northern GRTE,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
Unknown,general observation,game all in mountains,,1,,0,,0,1874,summer,July,31,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,at 211.7m on western WY border,west of northern GRTE,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
,,,,0,,1,determined to replenish larder,0,1874,summer,August,2,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,at 216.11.48m in Fall River bottom on western WY border,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
Unknown,assumption,hunt for game,,1,,0,,0,1874,summer,August,2,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,at 216.11.48m in Fall River bottom on western WY border,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
Moose,observed animal,,Less than 10,1,,0,,0,1874,summer,August,2,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,at 216.11.48m in Fall River bottom on western WY border,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
Moose,killed animal,,Less than 10,1,,0,,0,1874,summer,August,2,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,at 216.11.48m in Fall River bottom on western WY border,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
Moose,described parts,quarters,Less than 10,1,,0,,0,1874,summer,August,2,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,at 216.11.48m in Fall River bottom on western WY border,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
Moose,described parts,head,Less than 10,1,,0,,0,1874,summer,August,2,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,at 216.11.48m in Fall River bottom on western WY border,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
Moose,described parts,horns,Less than 10,1,,0,,0,1874,summer,August,2,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,at 216.11.48m in Fall River bottom on western WY border,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
Moose,described parts,meat as good as elk,Less than 10,1,,0,,0,1874,summer,August,2,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,at 216.11.48m in Fall River bottom on western WY border,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
Moose,observed animal,,Less than 10,1,,0,,0,1874,summer,August,4,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,camped at 223.55m on western WY border,"few miles south of Island Park, ID","WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
Unknown,observed sign,full of signs of game of all kinds,,1,,0,,0,1874,summer,August,4,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,camped at 223.55m on western WY border,"few miles south of Island Park, ID","WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,16,"Richards, William Alford",2001,,,,,
